pt_code,term_ja,reading_kana,reading_alt
10000002,１１βヒドロキシラーゼ欠損症,11ベータヒドロキシラーゼケッソンショウ,
10000005,尿中１７ケトステロイド,ニョウチュウ17ケトステロイド,
10000007,尿中１７ケトステロイド減少,ニョウチュウ17ケトステロイドゲンショウ,
10000009,尿中１７ケトステロイド増加,ニョウチュウ17ケトステロイドゾウカ,
10000011,尿中１７ケトステロイド正常,ニョウチュウ17ケトステロイドセイジョウ,
10000013,１７，２０－デスモラーゼ欠損症,1720デスモラーゼケッソンショウ,
10000014,１７αヒドロキシラーゼ欠損症,17アルファヒドロキシラーゼケッソンショウ,
10000020,２０，２２－デスモラーゼ欠損症,2022デスモラーゼケッソンショウ,
10000021,２１－ヒドロキシラーゼ欠損症,21ヒドロキシラーゼケッソンショウ,
10000028,５－ヌクレオチダーゼ上昇,5ヌクレオチダーゼジョウショウ,
10000029,５－α還元酵素欠損症,5アルファカンゲンコウソケッソンショウ,
10000044,腹部圧挫,フクブアツザ,
10000050,腹部癒着,フクブユチャク,
10000059,腹部不快感,フクブフカイカン,
10000060,腹部膨満,フクブボウマン,
10000077,腹部腫瘤,フクブシュリュウ,
10000081,腹痛,フクツウ,
10000084,下腹部痛,カフクブツウ,
10000087,上腹部痛,ジョウフクブツウ,
10000090,腹部硬直,フクブコウチョク,
10000094,腹部瘻孔修復,フクブロウコウシュウフク,
10000097,腹部圧痛,フクブアッツウ,
10000098,腹部内臓転位,フクブナイゾウテンイ,
10000099,腹壁膿瘍,フクヘキノウヨウ,
10000101,腹壁形成異常,フクヘキケイセイイジョウ,
10000111,外転神経手術,ガイテンシンケイシュジュツ,
10000125,異常な夢,イジョウナユメ,
10000133,異常便,イジョウベン,
10000153,異常分娩,イジョウブンベン,
10000154,胎児に影響する異常分娩,タイジニエイキョウスルイジョウブンベン,
10000159,異常体重減少,イジョウタイジュウゲンショウ,
10000162,手掌／足底皮線異常,シュショウソクテイヒセンイジョウ,
10000173,眼の異常感,メノイジョウカン,
10000188,異常体重増加,イジョウタイジュウゾウカ,
10000205,新生児ＡＢＯ溶血性疾患,シンセイジABOヨウケツセイシッカン,
10000206,ＡＢＯ不適合,ABOフテキゴウ,
10000209,妊娠流産,ニンシンリュウザン,
10000210,流産,リュウザン,
10000212,合併症を伴う完全流産,ガッペイショウヲトモナウカンゼンリュウザン,
10000217,不全流産,フゼンリュウザン,
10000218,合併症を伴う不全流産,ガッペイショウヲトモナウフゼンリュウザン,
10000220,人工流産,ジンコウリュウザン,
10000221,合併症を伴う完全人工流産,ガッペイショウヲトモナウカンゼンジンコウリュウザン,
10000223,合併症を伴う人工流産,ガッペイショウヲトモナウジンコウリュウザン,
10000225,合併症を伴う不完全人工流産,ガッペイショウヲトモナウフカンゼンジンコウリュウザン,
10000228,感染性流産,カンセンセイリュウザン,
10000230,稽留流産,ケイリュウリュウザン,
10000234,自然流産,シゼンリュウザン,
10000236,合併症を伴う完全自然流産,ガッペイショウヲトモナウカンゼンシゼンリュウザン,
10000238,合併症を伴う自然流産,ガッペイショウヲトモナウシゼンリュウザン,
10000239,合併症を伴う不全自然流産,ガッペイショウヲトモナウフゼンシゼンリュウザン,
10000242,切迫流産,セッパクリュウザン,
10000269,膿瘍,ノウヨウ,
10000272,細菌性膿瘍,サイキンセイノウヨウ,
10000279,膿瘍ドレナージ,ノウヨウドレナージ,
10000285,腸管膿瘍,チョウカンノウヨウ,
10000296,外耳膿瘍,ガイジノウヨウ,
10000297,眼瞼膿瘍,ガンケンノウヨウ,
10000305,唾液腺膿瘍,ダエキセンノウヨウ,
10000311,口腔膿瘍,コウクウノウヨウ,コウコウノウヨウ
10000317,無菌膿瘍,ムキンノウヨウ,
10000318,汗腺膿瘍,カンセンノウヨウ,
10000340,禁酒,キンシュ,
10000346,失算症,シッサンショウ,
10000349,表皮肥厚,ヒョウヒヒコウ,
10000350,黒色表皮腫,コクショクヒョウヒシュ,
10000351,ダニ症,ダニショウ,
10000358,進行性高血圧,シンコウセイコウケツアツ,
10000361,副耳,フクジ,
10000362,副手根骨,フクシュコンコツ,
10000364,副筋,フクキン,
10000368,副唾液腺,フクダエキセン,
10000369,事故,ジコ,
10000370,家庭内事故,カテイナイジコ,
10000372,労働災害,ロウドウサイガイ,
10000381,偶発的過量投与,グウハツテキカリョウトウヨ,
10000383,偶発的中毒,グウハツテキチュウドク,
10000389,調節障害,チョウセツショウガイ,
10000397,寛骨臼骨折,カンコツキュウコッセツ,
10000410,アセトン血症,アセトンケツショウ,アセトンケッショウ
10000451,無酸症,ムサンショウ,
10000456,酸塩基平衡,サンエンキヘイコウ,
10000457,酸塩基平衡異常,サンエンキヘイコウイジョウ,
10000458,酸塩基平衡正常,サンエンキヘイコウセイジョウ,
10000483,混合型酸塩基平衡障害,コンゴウガタサンエンキヘイコウショウガイ,
10000486,アシドーシス,アシドーシス,
10000489,高クロール血性アシドーシス,コウクロールケツセイアシドーシス,
10000496,ざ瘡,ザソウ,
10000501,集簇性ざ瘡,シュウゾクセイザソウ,
10000502,化粧品性ざ瘡,ケショウヒンセイザソウ,
10000503,嚢胞性ざ瘡,ノウホウセイザソウ,
10000507,乳児性ざ瘡,ニュウジセイザソウ,
10000511,職業性ざ瘡,ショクギョウセイザソウ,
10000513,膿疱性ざ瘡,ノウホウセイザソウ,
10000518,痘瘡状ざ瘡,トウソウジョウザソウ,
10000523,聴神経腫,チョウシンケイシュ,
10000524,聴神経腫切除,チョウシンケイシュセツジョ,
10000525,聴覚刺激検査,チョウカクシゲキケンサ,
10000526,聴覚刺激検査異常,チョウカクシゲキケンサイジョウ,
10000527,聴覚刺激検査正常,チョウカクシゲキケンサセイジョウ,
10000533,後天性心中隔欠損症,コウテンセイシンチュウカクケッソンショウ,
10000555,後天性陰嚢水瘤,コウテンセイインノウスイリュウ,
10000565,後天性免疫不全症候群,コウテンセイメンエキフゼンショウコウグン,
10000582,後天性気管食道瘻,コウテンセイキカンショクドウロウ,
10000583,末端部黒子様黒色腫,マッタンブコクシヨウコクショクシュ,マッタンブホクロヨウコクショクシュ
10000585,末端部黒子様黒色腫第１期,マッタンブコクシヨウコクショクシュダイ1キ,マッタンブホクロヨウコクショクシュダイ1キ
10000586,末端部黒子様黒色腫第２期,マッタンブコクシヨウコクショクシュダイ2キ,マッタンブホクロヨウコクショクシュダイ2キ
10000587,末端部黒子様黒色腫第３期,マッタンブコクシヨウコクショクシュダイ3キ,マッタンブホクロヨウコクショクシュダイ3キ
10000588,末端部黒子様黒色腫第４期,マッタンブコクシヨウコクショクシュダイ4キ,マッタンブホクロヨウコクショクシュダイ4キ
10000590,短頭合指症,タントウゴウシショウ,
10000591,アクロコルドン,アクロコルドン,
10000594,慢性萎縮性肢端皮膚炎,マンセイイシュクセイシタンヒフエン,
10000596,腸性肢端皮膚炎,チョウセイシタンヒフエン,
10000598,肢端疼痛症,シタントウツウショウ,
10000599,先端巨大症,センタンキョダイショウ,
10000605,高所恐怖症,コウショキョウフショウ,
10000606,先端硬化症,センタンコウカショウ,
10000613,ＡＣＴＨ産生性下垂体腫瘍,ACTHサンセイセイカスイタイシュヨウ,
10000614,光線角化症,コウセンカクカショウ,
10000616,光線痒疹,コウセンヨウシン,
10000620,放線菌症,ホウセンキンショウ,
10000621,放線菌性腹部感染,ホウセンキンセイフクブカンセン,
10000628,放線菌性肺感染,ホウセンキンセイハイカンセン,
10000629,放線菌性皮膚感染,ホウセンキンセイヒフカンセン,
10000630,活性化部分トロンボプラスチン時間,カッセイカブブントロンボプラスチンジカン,
10000631,活性化部分トロンボプラスチン時間異常,カッセイカブブントロンボプラスチンジカンイジョウ,
10000635,活性化部分トロンボプラスチン時間正常,カッセイカブブントロンボプラスチンジカンセイジョウ,
10000636,活性化部分トロンボプラスチン時間延長,カッセイカブブントロンボプラスチンジカンエンチョウ,
10000637,活性化部分トロンボプラスチン時間短縮,カッセイカブブントロンボプラスチンジカンタンシュク,
10000646,刺鍼法,シシンホウ,
10000647,急性腹症,キュウセイフクショウ,
10000709,急性散在性脳脊髄炎,キュウセイサンザイセイノウセキズイエン,
10000739,急性赤白血病,キュウセイセキハッケツビョウ,
10000746,妊娠時の急性脂肪肝,ニンシンジノキュウセイシボウカン,
10000748,急性熱性好中球性皮膚症,キュウセイネッセイコウチュウキュウセイヒフショウ,キュウセイネツセイコウチュウキュウセイヒフショウ
10000804,急性肝不全,キュウセイカンフゼン,
10000807,急性ＨＩＶ感染,キュウセイHIVカンセン,
10000830,急性白血病,キュウセイハッケツビョウ,
10000846,急性リンパ性白血病,キュウセイリンパセイハッケツビョウ,
10000847,急性リンパ性白血病（寛解期）,キュウセイリンパセイハッケツビョウカンカイキ,
10000860,急性巨核芽球性白血病,キュウセイキョカクガキュウセイハッケツビョウ,
10000871,急性単球性白血病,キュウセイタンキュウセイハッケツビョウ,
10000872,急性単球性白血病（寛解期）,キュウセイタンキュウセイハッケツビョウカンカイキ,
10000880,急性骨髄性白血病,キュウセイコツズイセイハッケツビョウ,
10000881,急性骨髄性白血病（寛解期）,キュウセイコツズイセイハッケツビョウカンカイキ,
10000890,急性骨髄単球性白血病,キュウセイコツズイタンキュウセイハッケツビョウ,
10000891,急性心筋梗塞,キュウセイシンキンコウソク,
10001019,急性前骨髄球性白血病,キュウセイゼンコツズイキュウセイハッケツビョウ,
10001022,急性精神病,キュウセイセイシンビョウ,
10001027,急性肺ヒストプラスマ症,キュウセイハイヒストプラスマショウ,
10001029,急性肺水腫,キュウセイハイスイシュ,
10001052,急性呼吸窮迫症候群,キュウセイコキュウキュウハクショウコウグン,
10001053,急性呼吸不全,キュウセイコキュウフゼン,
10001076,急性副鼻腔炎,キュウセイフクビクウエン,
10001084,急性ストレス障害,キュウセイストレスショウガイ,
10001115,アダムス・ストークス症候群,アダムスストークスショウコウグン,
10001130,アジソン病,アジソンビョウ,
10001136,声帯内転筋無力,セイタイナイテンキンムリョク,
10001141,腺癌,センガン,
10001150,胃腺癌,イセンガン,
10001152,再発胃腺癌,サイハツイセンガン,
10001153,胃腺癌第０期,イセンガンダイ0キ,
10001154,胃腺癌第１期,イセンガンダイ1キ,
10001155,胃腺癌第２期,イセンガンダイ2キ,
10001156,胃腺癌第３期,イセンガンダイ3キ,
10001167,結腸腺癌,ケッチョウセンガン,
10001197,子宮頚部腺癌,シキュウケイブセンガン,
10001229,アデノイド肥大,アデノイドヒダイ,
10001230,アデノイド切除,アデノイドセツジョ,
10001233,良性腺腫,リョウセイセンシュ,
10001242,梅毒性リンパ節症,バイドクセイリンパセツショウ,
10001243,硬化性腺症,コウカセイセンショウ,
10001244,子宮頚部腺扁平上皮癌,シキュウケイブセンヘンペイジョウヒガン,
10001245,肺腺扁平上皮癌,ハイセンヘンペイジョウヒガン,
10001247,再発肺腺扁平上皮癌,サイハツハイセンヘンペイジョウヒガン,
10001248,肺腺扁平上皮癌第０期,ハイセンヘンペイジョウヒガンダイ0キ,
10001249,肺腺扁平上皮癌第１期,ハイセンヘンペイジョウヒガンダイ1キ,
10001250,肺腺扁平上皮癌第２期,ハイセンヘンペイジョウヒガンダイ2キ,
10001251,肺腺扁平上皮癌第３期,ハイセンヘンペイジョウヒガンダイ3キ,
10001254,肺腺扁平上皮癌第４期,ハイセンヘンペイジョウヒガンダイ4キ,
10001256,アデノイド口蓋扁桃摘出,アデノイドコウガイヘントウテキシュツ,
10001257,アデノウイルス結膜炎,アデノウイルスケツマクエン,
10001260,アデノウイルス性上気道感染,アデノウイルスセイジョウキドウカンセン,
10001294,有痛性脂肪症,ユウツウセイシボウショウ,
10001296,不安を伴う適応障害,フアンヲトモナウテキオウショウガイ,
10001297,抑うつ気分を伴う適応障害,ヨクウツキブンヲトモナウテキオウショウガイ,
10001298,素行障害を伴う適応障害,ソコウショウガイヲトモナウテキオウショウガイ,
10001299,混合性不安抑うつを伴う適応障害,コンゴウセイフアンヨクウツヲトモナウテキオウショウガイ,
10001300,情動障害および素行障害を伴う適応障害,ジョウドウショウガイオヨビソコウショウガイヲトモナウテキオウショウガイ,
10001315,投与部位反応,トウヨブイハンノウ,
10001318,青年期,セイネンキ,
10001322,養子縁組,ヨウシエングミ,
10001323,副腎腺腫,フクジンセンシュ,
10001324,副腎萎縮,フクジンイシュク,
10001325,副腎ブロック療法,フクジンブロックリョウホウ,
10001331,副腎皮質形成不全,フクジンヒシツケイセイフゼン,
10001337,副腎皮質壊死,フクジンヒシツエシ,
10001347,副腎障害,フクジンショウガイ,
10001356,副腎損傷,フクジンソンショウ,
10001358,副腎結核,フクジンケッカク,
10001360,副腎球状層異常,フクジンキュウジョウソウイジョウ,
10001361,副腎出血,フクジンシュッケツ,
10001367,副腎機能不全,フクジンキノウフゼン,
10001368,新生児副腎機能不全,シンセイジフクジンキノウフゼン,
10001371,副腎髄質機能亢進,フクジンズイシツキノウコウシン,
10001379,精巣部の副副腎腫瘍,セイソウブノフクフクジンシュヨウ,
10001382,副腎抑制,フクジンヨクセイ,
10001387,アドレナリン作動性症候群,アドレナリンサドウセイショウコウグン,
10001388,副腎皮質癌,フクジンヒシツガン,
10001389,急性副腎皮質機能不全,キュウセイフクジンヒシツキノウフゼン,
10001391,新生児副腎皮質不全,シンセイジフクジンヒシツフゼン,
10001392,副腎皮質ステロイド療法,フクジンヒシツステロイドリョウホウ,
10001402,抗アドレナリン作動性症候群,コウアドレナリンサドウセイショウコウグン,
10001413,成人Ｔ細胞リンパ腫・白血病,セイジンTサイボウリンパシュハッケツビョウ,
10001416,再発成人Ｔ細胞リンパ腫・白血病,サイハツセイジンTサイボウリンパシュハッケツビョウ,
10001417,治療抵抗性成人Ｔ細胞リンパ腫・白血病,チリョウテイコウセイセイジンTサイボウリンパシュハッケツビョウ,
10001418,成人Ｔ細胞リンパ腫・白血病第１期,セイジンTサイボウリンパシュハッケツビョウダイ1キ,
10001419,成人Ｔ細胞リンパ腫・白血病第２期,セイジンTサイボウリンパシュハッケツビョウダイ2キ,
10001420,成人Ｔ細胞リンパ腫・白血病第３期,セイジンTサイボウリンパシュハッケツビョウダイ3キ,
10001421,成人Ｔ細胞リンパ腫・白血病第４期,セイジンTサイボウリンパシュハッケツビョウダイ4キ,
10001423,進行睡眠期,シンコウスイミンキ,
10001433,感覚神経芽腫,カンカクシンケイガシュ,
10001443,感情障害,カンジョウショウガイ,
10001461,アフリカ・トリパノソーマ症,アフリカトリパノソーマショウ,
10001477,老齢の両親,ロウレイノリョウシン,
10001480,味覚消失,ミカクショウシツ,
10001488,攻撃性,コウゲキセイ,
10001496,激越性うつ病,ゲキエツセイウツビョウ,
10001497,激越,ゲキエツ,
10001500,新生児不穏,シンセイジフオン,
10001501,無舌症,ムゼツショウ,
10001502,広場恐怖症,ヒロバキョウフショウ,
10001507,無顆粒球症,ムカリュウキュウショウ,
10001508,失書症,シッショショウ,
10001513,エイズ関連症候群,エイズカンレンショウコウグン,
10001524,アインフム,アインフム,
10001526,空気塞栓症,クウキソクセンショウ,
10001534,空気伝播,クウキデンパ,
10001540,アカシジア,アカシジア,
10001541,無動,ムドウ,
10001546,アラニンアミノトランスフェラーゼ,アラニンアミノトランスフェラーゼ,
10001547,アラニンアミノトランスフェラーゼ異常,アラニンアミノトランスフェラーゼイジョウ,
10001549,アラニンアミノトランスフェラーゼ減少,アラニンアミノトランスフェラーゼゲンショウ,
10001551,アラニンアミノトランスフェラーゼ増加,アラニンアミノトランスフェラーゼゾウカ,
10001552,アラニンアミノトランスフェラーゼ正常,アラニンアミノトランスフェラーゼセイジョウ,
10001557,白皮症,ハクヒショウ,
10001562,アルブミン・グロブリン比,アルブミングロブリンヒ,
10001563,アルブミン・グロブリン比異常,アルブミングロブリンヒイジョウ,
10001565,アルブミン・グロブリン比減少,アルブミングロブリンヒゲンショウ,
10001567,アルブミン・グロブリン比増加,アルブミングロブリンヒゾウカ,
10001569,アルブミン・グロブリン比正常,アルブミングロブリンヒセイジョウ,
10001575,尿中アルブミン,ニョウチュウアルブミン,
10001580,アルブミン尿,アルブミンニョウ,
10001581,尿中アルブミン陰性,ニョウチュウアルブミンインセイ,
10001582,尿中アルブミン陽性,ニョウチュウアルブミンヨウセイ,
10001584,アルコール乱用,アルコールランヨウ,
10001596,アルコール性持続性認知症,アルコールセイジゾクセイニンチショウ,
10001597,アルコール相互作用,アルコールソウゴサヨウ,
10001598,アルコール不耐性,アルコールフタイセイ,
10001605,アルコール中毒,アルコールチュウドク,
10001606,アルコールに関連する問題,アルコールニカンレンスルモンダイ,
10001612,アルコール中毒者,アルコールチュウドクシャ,
10001623,アルコールによる宿酔,アルコールニヨルシュクスイ,
10001627,アルコール性肝疾患,アルコールセイカンシッカン,
10001632,アルコール精神病,アルコールセイシンビョウ,
10001635,アルコール中毒の近親者,アルコールチュウドクノキンシンシャ,
10001639,アルコール症,アルコールショウ,
10001641,アルドラーゼ減少,アルドラーゼゲンショウ,
10001642,アルドラーゼ増加,アルドラーゼゾウカ,
10001643,アルドラーゼ正常,アルドラーゼセイジョウ,
10001649,尿中アルドステロン,ニョウチュウアルドステロン,
10001651,尿中アルドステロン減少,ニョウチュウアルドステロンゲンショウ,
10001653,尿中アルドステロン増加,ニョウチュウアルドステロンゾウカ,
10001655,尿中アルドステロン正常,ニョウチュウアルドステロンセイジョウ,
10001660,無白血病性白血病,ムハッケツビョウセイハッケツビョウ,
10001663,失読,シツドク,
10001666,不思議の国のアリス症候群,フシギノクニノアリスショウコウグン,
10001680,アルカローシス,アルカローシス,
10001682,低クロール血性アルカローシス,テイクロールケツセイアルカローシス,テイクロールケッセイアルカローシス
10001684,低カリウム血性アルカローシス,テイカリウムケツセイアルカローシス,テイカリウムケッセイアルカローシス
10001689,アルカプトン尿症,アルカプトンニョウショウ,
10001742,動物アレルギー,ドウブツアレルギー,
10001749,刺し傷アレルギー,サシキズアレルギー,
10001751,動物性毒アレルギー,ドウブツセイドクアレルギー,
10001754,アレシェリア症,アレシェリアショウ,
10001756,同種骨髄移植療法,ドウシュコツズイイショクリョウホウ,
10001760,脱毛症,ダツモウショウ,
10001761,円形脱毛症,エンケイダツモウショウ,
10001764,瘢痕性脱毛症,ハンコンセイダツモウショウ,
10001765,梅毒性脱毛症,バイドクセイダツモウショウ,
10001766,全頭脱毛症,ゼントウダツモウショウ,
10001767,汎発性脱毛症,ハンパツセイダツモウショウ,
10001772,α１フェトプロテイン,アルファ1フェトプロテイン,
10001773,α１フェトプロテイン異常,アルファ1フェトプロテインイジョウ,
10001775,羊水中α１フェトプロテイン,ヨウスイチュウアルファ1フェトプロテイン,
10001776,羊水中α１フェトプロテイン異常,ヨウスイチュウアルファ1フェトプロテインイジョウ,
10001778,羊水中α１フェトプロテイン増加,ヨウスイチュウアルファ1フェトプロテインゾウカ,
10001779,羊水中α１フェトプロテイン正常,ヨウスイチュウアルファ1フェトプロテインセイジョウ,
10001780,α１フェトプロテイン減少,アルファ1フェトプロテインゲンショウ,
10001781,α１フェトプロテイン増加,アルファ1フェトプロテインゾウカ,
10001782,α１フェトプロテイン正常,アルファ1フェトプロテインセイジョウ,
10001783,α１グロブリン,アルファ1グロブリン,
10001784,α１グロブリン異常,アルファ1グロブリンイジョウ,
10001785,α１グロブリン減少,アルファ1グロブリンゲンショウ,
10001787,α１グロブリン増加,アルファ1グロブリンゾウカ,
10001789,α１グロブリン正常,アルファ1グロブリンセイジョウ,
10001792,α２グロブリン,アルファ2グロブリン,
10001793,α２グロブリン異常,アルファ2グロブリンイジョウ,
10001794,α２グロブリン減少,アルファ2グロブリンゲンショウ,
10001796,α２グロブリン増加,アルファ2グロブリンゾウカ,
10001798,α２グロブリン正常,アルファ2グロブリンセイジョウ,
10001799,インターフェロンα療法,インターフェロンアルファリョウホウ,
10001803,α１アンチトリプシン,アルファ1アンチトリプシン,
10001804,α１アンチトリプシン異常,アルファ1アンチトリプシンイジョウ,
10001805,α１アンチトリプシン減少,アルファ1アンチトリプシンゲンショウ,
10001808,α１アンチトリプシン増加,アルファ1アンチトリプシンゾウカ,
10001810,α１アンチトリプシン正常,アルファ1アンチトリプシンセイジョウ,
10001812,α２マクログロブリン,アルファ2マクログロブリン,
10001814,α２マクログロブリン増加,アルファ2マクログロブリンゾウカ,
10001815,α２マクログロブリン正常,アルファ2マクログロブリンセイジョウ,
10001843,アルポート症候群,アルポートショウコウグン,
10001854,意識変容状態,イシキヘンヨウジョウタイ,
10001874,肺胞含気亢進,ハイホウガンキコウシン,
10001881,肺胞蛋白症,ハイホウタンパクショウ,
10001882,胞巣状軟部肉腫,ホウソウジョウナンブニクシュ,
10001884,遠隔転移を伴う胞巣状軟部肉腫,エンカクテンイヲトモナウホウソウジョウナンブニクシュ,
10001887,再発胞巣状軟部肉腫,サイハツホウソウジョウナンブニクシュ,
10001889,胞隔炎,ホウカクエン,
10001901,アマルガム刺青,アマルガムイレズミ,
10001902,黒内障,コクナイショウ,
10001903,一過性黒内障,イッカセイコクナイショウ,
10001906,弱視,ジャクシ,
10001907,アルコール性弱視,アルコールセイジャクシ,
10001908,先天性弱視,センテンセイジャクシ,
10001912,斜視弱視,シャシジャクシ,
10001914,タバコ性弱視,タバコセイジャクシ,
10001928,無月経,ムゲッケイ,
10001935,アメリカ・トリパノソーマ症,アメリカトリパノソーマショウ,
10001937,アミノ酸異化異常,アミノサンイカイジョウ,
10001938,アミノ酸代謝障害,アミノサンタイシャショウガイ,
10001939,アミノ酸尿,アミノサンニョウ,
10001942,アンモニア異常,アンモニアイジョウ,
10001945,アンモニア減少,アンモニアゲンショウ,
10001946,アンモニア増加,アンモニアゾウカ,
10001947,アンモニア正常,アンモニアセイジョウ,
10001949,健忘,ケンボウ,
10001958,羊水穿刺,ヨウスイセンシ,
10001959,羊水穿刺異常,ヨウスイセンシイジョウ,
10001963,羊水穿刺正常,ヨウスイセンシセイジョウ,
10001964,羊水鏡検査,ヨウスイキョウケンサ,
10001965,羊水鏡検査異常,ヨウスイキョウケンサイジョウ,
10001966,羊水鏡検査正常,ヨウスイキョウケンサセイジョウ,
10001980,アメーバ症,アメーバショウ,
10001984,アメーバ性脳膿瘍,アメーバセイノウノウヨウ,
10001985,アメーバ性大腸炎,アメーバセイダイチョウエン,
10001986,アメーバ赤痢,アメーバセキリ,
10001990,アメーバ性肺膿瘍,アメーバセイハイノウヨウ,
10001992,アメーバ性皮膚潰瘍,アメーバセイヒフカイヨウ,
10002011,陰茎切断術,インケイセツダンジュツ,
10002013,アミラーゼ,アミラーゼ,
10002014,アミラーゼ減少,アミラーゼゲンショウ,
10002016,アミラーゼ増加,アミラーゼゾウカ,
10002022,アミロイドーシス,アミロイドーシス,
10002026,筋萎縮性側索硬化症,キンイシュクセイソクサクコウカショウ,
10002027,筋萎縮症,キンイシュクショウ,
10002034,貧血,ヒンケツ,
10002043,葉酸欠乏性貧血,ヨウサンケツボウセイヒンケツ,
10002058,ハインツ小体貧血,ハインツショウタイヒンケツ,
10002064,大球性貧血,ダイキュウセイヒンケツ,
10002065,巨赤芽球性貧血,キョセキガキュウセイヒンケツ,
10002068,新生児貧血,シンセイジヒンケツ,
10002073,慢性疾患の貧血,マンセイシッカンノヒンケツ,
10002080,ビタミンＢ１２欠乏性貧血,ビタミンB12ケツボウセイヒンケツ,
10002081,ビタミンＢ６欠乏性貧血,ビタミンB6ケツボウセイヒンケツ,
10002091,無感覚,ムカンカク,
10002100,麻酔による心臓合併症,マスイニヨルシンゾウガッペイショウ,
10002105,麻酔による神経系合併症,マスイニヨルシンケイケイガッペイショウ,
10002108,麻酔による呼吸器合併症,マスイニヨルコキュウキガッペイショウ,
10002120,鎖肛,サコウ,
10002133,再発肛門癌,サイハツコウモンガン,
10002134,肛門癌第０期,コウモンガンダイ0キ,
10002135,肛門癌第１期,コウモンガンダイ1キ,
10002136,肛門癌第２期,コウモンガンダイ2キ,
10002137,肛門癌第３期,コウモンガンダイ3キ,
10002138,肛門癌第４期,コウモンガンダイ4キ,
10002140,肛門カンジダ症,コウモンカンジダショウ,
10002149,肛門クラミジア感染,コウモンクラミジアカンセン,
10002150,肛門拡張,コウモンカクチョウ,
10002153,裂肛,レッコウ,
10002155,裂肛切除,レッコウセツジョ,
10002156,痔瘻,ジロウ,
10002160,肛門病変部切除,コウモンビョウヘンブセツジョ,
10002161,肛門白板症,コウモンハクバンショウ,
10002169,肛門ポリープ切除,コウモンポリープセツジョ,
10002171,肛門垂切除,コウモンスイセツジョ,
10002172,肛門皮膚垂,コウモンヒフスイ,
10002173,肛門痙攣,コウモンケイレン,
10002175,肛門括約筋切離,コウモンカツヤクキンセツリ,
10002176,肛門狭窄,コウモンキョウサク,
10002179,肛門白癬,コウモンハクセン,
10002180,肛門潰瘍,コウモンカイヨウ,
10002198,アナフィラキシー反応,アナフィラキシーハンノウ,
10002199,アナフィラキシーショック,アナフィラキシーショック,
10002216,アナフィラキシー様反応,アナフィラキシーヨウハンノウ,
10002222,アナフィラキシー治療,アナフィラキシーチリョウ,
10002227,未分化大細胞型リンパ腫、Ｔ細胞およびヌル細胞型,ミブンカダイサイボウガタリンパシュTサイボウオヨビヌルサイボウガタ,
10002229,再発未分化大細胞型リンパ腫、Ｔ細胞およびヌル細胞型,サイハツミブンカダイサイボウガタリンパシュTサイボウオヨビヌルサイボウガタ,
10002230,治療抵抗性未分化大細胞型リンパ腫、Ｔ細胞およびヌル細胞型,チリョウテイコウセイミブンカダイサイボウガタリンパシュTサイボウオヨビヌルサイボウガタ,
10002231,未分化大細胞型リンパ腫、Ｔ細胞およびヌル細胞型第１期,ミブンカダイサイボウガタリンパシュTサイボウオヨビヌルサイボウガタダイ1キ,
10002232,未分化大細胞型リンパ腫、Ｔ細胞およびヌル細胞型第２期,ミブンカダイサイボウガタリンパシュTサイボウオヨビヌルサイボウガタダイ2キ,
10002233,未分化大細胞型リンパ腫、Ｔ細胞およびヌル細胞型第３期,ミブンカダイサイボウガタリンパシュTサイボウオヨビヌルサイボウガタダイ3キ,
10002234,未分化大細胞型リンパ腫、Ｔ細胞およびヌル細胞型第４期,ミブンカダイサイボウガタリンパシュTサイボウオヨビヌルサイボウガタダイ4キ,
10002240,甲状腺未分化癌,コウジョウセンミブンカガン,
10002243,吻合部潰瘍,フンゴウブカイヨウ,
10002244,出血性吻合部潰瘍,シュッケツセイフンゴウブカイヨウ,
10002248,穿孔性吻合部潰瘍,センコウセイフンゴウブカイヨウ,
10002250,閉塞性吻合部潰瘍,ヘイソクセイフンゴウブカイヨウ,
10002261,アンドロゲン欠乏症,アンドロゲンケツボウショウ,
10002263,アンドロゲン補充療法,アンドロゲンホジュウリョウホウ,
10002264,アンドロゲン療法,アンドロゲンリョウホウ,
10002265,アンドロゲン増加,アンドロゲンゾウカ,
10002320,無脳症,ムノウショウ,
10002329,動脈瘤,ドウミャクリュウ,
10002331,動静脈瘤,ドウジョウミャクリュウ,
10002362,動脈瘤様骨嚢腫,ドウミャクリュウヨウコツノウシュ,
10002368,怒り,イカリ,
10002379,壊疽性アンギナ,エソセイアンギナ,
10002383,狭心症,キョウシンショウ,
10002388,不安定狭心症,フアンテイキョウシンショウ,
10002411,血管中心性リンパ腫,ケッカンチュウシンセイリンパシュ,
10002414,再発血管中心性リンパ腫,サイハツケッカンチュウシンセイリンパシュ,
10002415,治療抵抗性血管中心性リンパ腫,チリョウテイコウセイケッカンチュウシンセイリンパシュ,
10002416,血管中心性リンパ腫第１期,ケッカンチュウシンセイリンパシュダイ1キ,
10002417,血管中心性リンパ腫第２期,ケッカンチュウシンセイリンパシュダイ2キ,
10002418,血管中心性リンパ腫第３期,ケッカンチュウシンセイリンパシュダイ3キ,
10002419,血管中心性リンパ腫第４期,ケッカンチュウシンセイリンパシュダイ4キ,
10002424,血管性浮腫,ケッカンセイフシュ,
10002429,血管線維腫,ケッカンセンイシュ,
