pt_code,term_ja,reading_kana,reading_alt
10086140,亜鉛代謝障害,アエンタイシャショウガイ,
10086141,無カタラーゼ血症,ムカタラーゼケッショウ,ムカタラーゼケツショウ
10086142,モリブデン欠乏症,モリブデンケツボウショウ,
10086143,糖蛋白代謝障害,トウタンパクタイシャショウガイ,
10086144,消化管ホルモン分泌過多,ショウカカンホルモンブンピカタ,ショウカカンホルモンブンピツカタ
10086145,ビタミンＢ６過剰症,ビタミンB6カジョウショウ,
10086146,思春期障害,シシュンキショウガイ,
10086147,バナジウム欠乏症,バナジウムケツボウショウ,
10086148,先天性ラクターゼ欠損症,センテンセイラクターゼケッソンショウ,
10086154,顔面ミオキミア,ガンメンミオキミア,
10086156,脳ノカルジア症,ノウノカルジアショウ,
10086157,抗血小板第４因子抗体陽性,コウケッショウバンダイ4インシコウタイヨウセイ,
10086158,血小板減少症を伴う血栓症,ケッショウバンゲンショウショウヲトモナウケッセンショウ,
10086159,抗血小板第４因子抗体検査,コウケッショウバンダイ4インシコウタイケンサ,
10086160,抗血小板第４因子抗体陰性,コウケッショウバンダイ4インシコウタイインセイ,
10086163,原発性両側副腎皮質大結節性過形成,ゲンパツセイリョウソクフクジンヒシツダイケッセツセイカケイセイ,
10086164,１７－ヒドロキシプロゲステロン,17ヒドロキシプロゲステロン,
10086165,ポルフィロモナス性菌血症,ポルフィロモナスセイキンケツショウ,
10086166,ダーモスコピー,ダーモスコピー,
10086167,カンピロバクター検査,カンピロバクターケンサ,
10086181,ＢＲＵＥ,BRUE,
10086182,補体フラグメントＢｂ増加,ホタイフラグメントBbゾウカ,
10086185,くも膜嚢胞手術,クモマクノウホウシュジュツ,
10086186,半月板症,ハンゲツバンショウ,
10086187,分類不能脊椎関節炎,ブンルイフノウセキツイカンセツエン,
10086189,難聴を伴う母系遺伝糖尿病,ナンチョウヲトモナウボケイイデントウニョウビョウ,
10086190,喉頭蓋谷嚢胞,コウトウガイコクノウホウ,
10086191,頭部インパルス検査,トウブインパルスケンサ,
10086195,周辺部滲出性出血性脈絡網膜症,シュウヘンブシンシュツセイシュッケツセイミャクラクモウマクショウ,
10086196,消化性潰瘍修復,ショウカセイカイヨウシュウフク,
10086201,慢性炎症反応症候群,マンセイエンショウハンノウショウコウグン,
10086202,オピオイド節約療法,オピオイドセツヤクリョウホウ,
10086203,経尿道的膀胱凝固,ケイニョウドウテキボウコウギョウコ,
10086209,ルブラウイルス検査,ルブラウイルスケンサ,
10086210,表在性静脈血栓症,ヒョウザイセイジョウミャクケッセンショウ,
10086211,口腔内検査,コウクウナイケンサ,コウコウナイケンサ
10086212,ブラストシスティス検査,ブラストシスティスケンサ,
10086213,ホロトランスコバラミン検査,ホロトランスコバラミンケンサ,
10086214,アストロウイルス検査,アストロウイルスケンサ,
10086215,臍帯遅延結紮,サイタイチエンケッサツ,
10086217,蛇行状血管腫,ダコウジョウケッカンシュ,
10086218,抗タイチン抗体,コウタイチンコウタイ,
10086219,無菌性膿疱,ムキンセイノウホウ,
10086229,リンパ球／単球比増加,リンパキュウタンキュウヒゾウカ,
10086230,早期再分極症候群,ソウキサイブンキョクショウコウグン,
10086250,後天性冠動脈瘻,コウテンセイカンドウミャクロウ,
10086251,真菌性筋炎,シンキンセイキンエン,
10086255,びまん性浸潤性リンパ球症候群,ビマンセイシンジュンセイリンパキュウショウコウグン,
10086258,組織球症－リンパ節腫大プラス症候群,ソシキキュウショウリンパセツシュダイプラスショウコウグン,
10086270,甲状腺ホルモン検査,コウジョウセンホルモンケンサ,
10086271,ＢＡＲＤ１遺伝子変異,BARD1イデンシヘンイ,
10086273,抗精神病薬療法,コウセイシンビョウヤクリョウホウ,
10086276,多巣性線維性硬化症,タソウセイセンイセイコウカショウ,
10086277,関節瘻,カンセツロウ,
10086278,筋梗塞,キンコウソク,
10086279,リウマチ性滑液包炎,リウマチセイカツエキホウエン,
10086293,腫脹関節数異常,シュチョウカンセツスウイジョウ,
10086294,光感受性発作,ヒカリカンジュセイホッサ,
10086295,心筋ストレインイメージング異常,シンキンストレインイメージングイジョウ,
10086296,ＷＵポリオーマウイルス感染,WUポリオーマウイルスカンセン,
10086297,心筋ストレインイメージング,シンキンストレインイメージング,
10086303,食物蛋白誘発腸症,ショクモツタンパクユウハツチョウショウ,
10086307,右房下大静脈シャント,ウボウカダイジョウミャクシャント,
10086308,後天性右室流出路閉塞,コウテンセイウシツリュウシュツロヘイソク,
10086309,鎮痛解除,チンツウカイジョ,
10086310,医療機器音響の問題,イリョウキキオンキョウノモンダイ,
10086324,緊張性ハムストリング症候群,キンチョウセイハムストリングショウコウグン,
10086342,前眼部血管新生,ゼンガンブケッカンシンセイ,
10086346,ワクチン誘発性抗体陰性,ワクチンユウハツセイコウタイインセイ,
10086347,ポリマーアレルギー,ポリマーアレルギー,
10086352,肢移植,シイショク,
10086353,腰椎屈曲症候群,ヨウツイクッキョクショウコウグン,
10086354,リポ蛋白代謝障害,リポタンパクタイシャショウガイ,
10086355,肩腱板断裂関節症,カタケンバンダンレツカンセツショウ,
10086362,胆嚢ポリープ切除,タンノウポリープセツジョ,
10086363,胸部打聴診音増強,キョウブダチョウシンオンゾウキョウ,
10086364,歯肉縁下掻爬術,シニクエンカソウハジュツ,
10086366,駆出率が軽度低下した心不全,クシュツリツガケイドテイカシタシンフゼン,
10086380,歯科補てつ物除去,シカホテツブツジョキョ,
10086381,骨盤内臓器脱,コツバンナイゾウキダツ,
10086385,同胞抗争障害,ドウホウコウソウショウガイ,
10086390,病気休暇,ビョウキキュウカ,
10086395,眼動脈閉塞,ガンドウミャクヘイソク,
10086396,吸啜・嚥下・呼吸協調運動障害,キュウテツエンゲコキュウキョウチョウウンドウショウガイ,
10086397,気道陽圧療法,キドウヨウアツリョウホウ,
10086403,ワルデンストローム高γグロブリン血症性紫斑病,ワルデンストロームコウガンマグロブリンケッショウセイシハンビョウ,ワルデンストロームコウガンマグロブリンケツショウセイシハンビョウ
10086406,眼動脈瘤,ガンドウミャクリュウ,
10086407,骨盤アライメント不良,コツバンアライメントフリョウ,
10086414,医療機器機能不良なし,イリョウキキキノウフリョウナシ,
10086415,高齢者の偶発的製品曝露,コウレイシャノグウハツテキセイヒンバクロ,
10086416,ナイセリア検査陰性,ナイセリアケンサインセイ,
10086417,腸閉塞手術,チョウヘイソクシュジュツ,
10086418,肝新生物摘出,カンシンセイブツテキシュツ,
10086419,カフェイン依存,カフェインイゾン,
10086420,複合的理学療法,フクゴウテキリガクリョウホウ,
10086421,骨ミネラル喪失,コツミネラルソウシツ,
10086422,羊水指数正常,ヨウスイシスウセイジョウ,
10086423,小膝蓋骨症候群,ショウシツガイコツショウコウグン,
10086425,新生児高血糖,シンセイジコウケットウ,
10086426,動物介在療法,ドウブツカイザイリョウホウ,
10086427,口蓋エキスパンダー除去,コウガイエキスパンダージョキョ,
10086433,ステロイド外用薬離脱反応,ステロイドガイヨウヤクリダツハンノウ,
10086434,カテーテル留置部位神経損傷,カテーテルリュウチブイシンケイソンショウ,
10086435,敗血症性脳塞栓症,ハイケツショウセイノウソクセンショウ,
10086436,貧血網膜症,ヒンケツモウマクショウ,
10086437,腫瘍アブレーション後症候群,シュヨウアブレーションゴショウコウグン,
10086444,急性黄斑神経網膜症,キュウセイオウハンシンケイモウマクショウ,
10086446,製品の後味,セイヒンノアトアジ,
10086448,脳心臓症候群,ノウシンゾウショウコウグン,
10086450,奇異性咬筋膨隆,キイセイコウキンボウリュウ,
10086454,甘味料に対する反応,カンミリョウニタイスルハンノウ,
10086455,胆嚢上皮内腫瘍,タンノウジョウヒナイシュヨウ,
10086456,胆嚢内乳頭状腫瘍,タンノウナイニュウトウジョウシュヨウ,
10086457,呼吸器病原体検出キットによる検査,コキュウキビョウゲンタイケンシュツキットニヨルケンサ,
10086461,ウイルス尿,ウイルスニョウ,
10086462,後天性網膜色素上皮肥大,コウテンセイモウマクシキソジョウヒヒダイ,
10086464,医療機器キャリブレーションの不具合,イリョウキキキャリブレーションノフグアイ,
10086465,血清遊離コルチゾール減少,ケッセイユウリコルチゾールゲンショウ,
10086467,分節性動脈中膜融解,ブンセツセイドウミャクチュウマクユウカイ,
10086468,睡眠関連過運動発作てんかん,スイミンカンレンカウンドウホッサテンカン,
10086470,赤血球異形成,セッケッキュウイケイセイ,
10086476,皮膚充填剤反応,ヒフジュウテンザイハンノウ,
10086483,製品用量の混同,セイヒンヨウリョウノコンドウ,
10086487,トロポニンＣ増加,トロポニンCゾウカ,
10086488,トロポニンＣ減少,トロポニンCゲンショウ,
10086489,腫瘍縮小効果判定,シュヨウシュクショウコウカハンテイ,
10086499,脳内シスチン沈着物,ノウナイシスチンチンチャクブツ,
10086500,静脈血流速度低下,ジョウミャクケツリュウソクドテイカ,
10086501,静脈血流速度上昇,ジョウミャクケツリュウソクドジョウショウ,
10086503,次世代シーケンス解析,ジセダイシーケンスカイセキ,
10086504,全ゲノムシーケンス解析,ゼンゲノムシーケンスカイセキ,
10086509,癌スクリーニング,ガンスクリーニング,
10086510,予防的患者体位変換,ヨボウテキカンジャタイイヘンカン,
10086511,三叉神経ニューロパチー,サンサシンケイニューロパチー,
10086512,性器毛包炎,セイキモウホウエン,
10086519,ジェームズタウンキャニオンウイルス感染,ジェームズタウンキャニオンウイルスカンセン,
10086520,喉頭蓋機能不全,コウトウガイキノウフゼン,
10086521,ジェームズタウンキャニオン脳炎,ジェームズタウンキャニオンノウエン,
10086523,腫瘍血流遮断術,シュヨウケツリュウシャダンジュツ,
10086524,感染性耳瘻,カンセンセイジロウ,
10086533,頭蓋頚椎脱臼,トウガイケイツイダッキュウ,
10086534,音楽耳症候群,オンガクミミショウコウグン,
10086535,コレ・シカール症候群,コレシカールショウコウグン,
10086536,定期予防接種の未投与,テイキヨボウセッシュノミトウヨ,
10086537,定期予防接種の未完了,テイキヨボウセッシュノミカンリョウ,
10086546,悪性中大脳動脈症候群,アクセイチュウダイノウドウミャクショウコウグン,
10086550,脳律動異常,ノウリツドウイジョウ,
10086551,クランクシャフト現象,クランクシャフトゲンショウ,
10086552,処置後心臓弁剥離,ショチゴシンゾウベンハクリ,
10086558,殿筋跛行,デンキンハコウ,
10086559,第ＶＩＩＩ因子活性測定,ダイ8インシカッセイソクテイ,
10086560,動脈瘤血栓症,ドウミャクリュウケッセンショウ,
10086561,卵巣刺激への低応答,ランソウシゲキヘノテイオウトウ,
10086562,ＡＳＩＡ症候群,ASIAショウコウグン,
10086564,喉頭蓋膿瘍,コウトウガイノウヨウ,
10086566,喉頭感覚ニューロパチー,コウトウカンカクニューロパチー,
10086567,嗅覚障害,キュウカクショウガイ,
10086568,口腔鼻腔瘻,コウクウビクウロウ,コウコウビクウロウ
10086569,腎石灰乳嚢胞,ジンセッカイニュウノウホウ,
10086574,腟タンポン挿入,チツタンポンソウニュウ,
10086577,リンパ嚢腫ドレナージ,リンパノウシュドレナージ,
10086585,食道神経内分泌癌,ショクドウシンケイナイブンピガン,ショクドウシンケイナイブンピツガン
10086591,医薬品ノマディズム,イヤクヒンノマディズム,
10086592,性的禁欲,セイテキキンヨク,
10086594,口腔帯状疱疹,コウクウタイジョウホウシン,コウコウタイジョウホウシン
10086596,代謝性脳卒中,タイシャセイノウソッチュウ,
10086599,組織内シスチン沈着物,ソシキナイシスチンチンチャクブツ,
10086600,組織内シスチン沈着物増加,ソシキナイシスチンチンチャクブツゾウカ,
10086602,慢性砒素毒性,マンセイヒソドクセイ,
10086605,小児急性発症神経精神症候群,ショウニキュウセイハッショウシンケイセイシンショウコウグン,
10086606,カロリーサイクル法,カロリーサイクルホウ,
10086607,進行性脳症浮腫ヒプスアリスミア視神経萎縮症候群,シンコウセイノウショウフシュヒプスアリスミアシシンケイイシュクショウコウグン,
10086613,体位療法,タイイリョウホウ,
10086614,肩甲帯痛,ケンコウタイツウ,
10086615,線維柱帯切除術後のレーザー切糸,センイチュウタイセツジョジュツゴノレーザーセッシ,
10086620,動的心筋形成術,ドウテキシンキンケイセイジュツ,
10086621,大腸内圧測定,ダイチョウナイアツソクテイ,
10086622,顎の震え,アゴノフルエ,
10086623,眼・指趾・食道・十二指腸症候群,ガンシシショクドウジュウニシチョウショウコウグン,
10086640,腹膜形成,フクマクケイセイ,
10086641,予防的頭蓋照射,ヨボウテキトウガイショウシャ,
10086644,中心性漿液性脈絡網膜症,チュウシンセイショウエキセイミャクラクモウマクショウ,
10086645,アグリゲイティバクター感染,アグリゲイティバクターカンセン,
10086651,口腔移植片対宿主病,コウクウイショクヘンタイシュクシュビョウ,コウコウイショクヘンタイシュクシュビョウ
10086652,虹彩裂傷,コウサイレッショウ,
10086653,乳房線維腫症,ニュウボウセンイシュショウ,
10086656,経表皮性排除疾患,ケイヒョウヒセイハイジョシッカン,
10086657,毛包障害,モウホウショウガイ,
10086658,腫瘍随伴性多毛症,シュヨウズイハンセイタモウショウ,
10086662,壊血病性貧血,カイケツビョウセイヒンケツ,
10086663,リンパ節サルコイドーシス,リンパセツサルコイドーシス,
10086664,遺伝性高胎児ヘモグロビン血症,イデンセイコウタイジヘモグロビンケッショウ,イデンセイコウタイジヘモグロビンケツショウ
10086665,プリンヌクレオシドホスホリラーゼ欠損症,プリンヌクレオシドホスホリラーゼケッソンショウ,
10086673,子宮頚部結核,シキュウケイブケッカク,
10086674,バルカン腎症,バルカンジンショウ,
10086675,女性生殖器ポリープ,ジョセイセイショクキポリープ,
10086676,結核性骨盤内炎症性疾患,ケッカクセイコツバンナイエンショウセイシッカン,
10086677,バルトリン腺障害,バルトリンセンショウガイ,
10086678,梅毒性骨盤内炎症性疾患,バイドクセイコツバンナイエンショウセイシッカン,
10086679,処置による生殖器感染,ショチニヨルセイショクキカンセン,
10086684,糖尿病性心血管系合併症,トウニョウビョウセイシンケッカンケイガッペイショウ,
10086685,先天性ステロイド合成不全,センテンセイステロイドゴウセイフゼン,
10086686,悪性中枢神経系新生物,アクセイチュウスウシンケイケイシンセイブツ,
10086687,先天性結合組織障害,センテンセイケツゴウソシキショウガイ,
10086688,糖尿病性皮膚合併症,トウニョウビョウセイヒフガッペイショウ,
10086689,四肢の先天性筋骨格障害,シシノセンテンセイキンコッカクショウガイ,
10086690,糖尿病性神経系合併症,トウニョウビョウセイシンケイケイガッペイショウ,
10086691,頭頚部の先天性筋骨格障害,トウケイブノセンテンセイキンコッカクショウガイ,
10086692,脊椎の先天性筋骨格障害,セキツイノセンテンセイキンコッカクショウガイ,
10086693,眼黒色腫,ガンコクショクシュ,
10086694,リソソーム蓄積症,リソソームチクセキショウ,
10086695,頭蓋の先天性筋骨格障害,トウガイノセンテンセイキンコッカクショウガイ,
10086696,糖尿病性消化管合併症,トウニョウビョウセイショウカカンガッペイショウ,
10086697,良性神経膠腫,リョウセイシンケイコウシュ,
10086698,血液学的新生物,ケツエキガクテキシンセイブツ,
10086699,体幹の先天性筋骨格障害,タイカンノセンテンセイキンコッカクショウガイ,
10086700,先天性筋骨格障害,センテンセイキンコッカクショウガイ,
10086702,血液学的嚢胞,ケツエキガクテキノウホウ,
10086703,眼嚢胞,ガンノウホウ,
10086705,ＧＡＴＡ２欠損症,GATA2ケッソンショウ,
10086706,心筋収縮性低下,シンキンシュウシュクセイテイカ,
10086708,先天性シャーガス病,センテンセイシャーガスビョウ,
10086710,ボルナウイルス感染,ボルナウイルスカンセン,
10086712,ＣＡＲ導入遺伝子コピー数定量,CARドウニュウイデンシコピースウテイリョウ,
10086713,先天性パルボウイルスＢ１９感染,センテンセイパルボウイルスB19カンセン,
10086714,分類不能なＢ細胞性リンパ腫,ブンルイフノウナBサイボウセイリンパシュ,
10086715,分類不能な悪性リンパ腫,ブンルイフノウナアクセイリンパシュ,
10086716,分類不能なＴ細胞性リンパ腫,ブンルイフノウナTサイボウセイリンパシュ,
10086717,特発性環境不耐症,トクハツセイカンキョウフタイショウ,
10086719,会陰腫脹,エインシュチョウ,
10086721,肝血管障害,カンケッカンショウガイ,
10086722,リウマチ性胸膜炎,リウマチセイキョウマクエン,
10086724,腱鞘滲出液,ケンショウシンシュツエキ,
10086725,ＥＣＯＧパフォーマンスステータス異常,ECOGパフォーマンスステータスイジョウ,
10086726,眼性斜頚,ガンセイシャケイ,
10086727,ＣＲＩＡ症候群,CRIAショウコウグン,
10086728,カルノフスキ尺度異常,カルノフスキシャクドイジョウ,
10086731,学習能力の発達障害,ガクシュウノウリョクノハッタツショウガイ,
10086737,バンコマイシン注入反応,バンコマイシンチュウニュウハンノウ,
10086739,家族性軟骨石灰化症,カゾクセイナンコツセッカイカショウ,
10086740,束枝ブロック,ソクシブロック,
10086741,熱帯性ざ瘡,ネッタイセイザソウ,
10086743,母体死亡,ボタイシボウ,
10086745,アメーバ腫,アメーバシュ,
10086746,水痘脳炎,スイトウノウエン,
10086747,水痘髄膜炎,スイトウズイマクエン,
10086748,産科破傷風,サンカハショウフウ,
10086750,肺ヒストプラスマ症,ハイヒストプラスマショウ,
10086751,骨包虫症,コツホウチュウショウ,
10086752,肺ブラストミセス症,ハイブラストミセスショウ,
10086753,眼の嚢虫症,メノノウチュウショウ,
10086754,中枢性甲状腺機能低下症,チュウスウセイコウジョウセンキノウテイカショウ,
10086758,免疫状態不明,メンエキジョウタイフメイ,
10086764,製品適用スケジュール不明,セイヒンテキヨウスケジュールフメイ,
10086765,製品不明のワクチン投与,セイヒンフメイノワクチントウヨ,
10086769,子宮頚部神経内分泌癌,シキュウケイブシンケイナイブンピガン,シキュウケイブシンケイナイブンピツガン
10086775,両親による血液製剤拒否,リョウシンニヨルケツエキセイザイキョヒ,
10086776,血液製剤拒否,ケツエキセイザイキョヒ,
10086779,大腸のカルチノイド腫瘍,ダイチョウノカルチノイドシュヨウ,
10086784,口腔疣贅性過形成,コウクウユウゼイセイカケイセイ,コウコウユウゼイセイカケイセイ
10086801,眼擦過傷,ガンサッカショウ,
10086805,先天性瞳孔不同症,センテンセイドウコウフドウショウ,
10086809,遺伝子関連薬物相互作用,イデンシカンレンヤクブツソウゴサヨウ,
10086810,ラベル表示された遺伝子関連薬物相互作用の問題,ラベルヒョウジサレタイデンシカンレンヤクブツソウゴサヨウノモンダイ,
10086812,ラベル表示された遺伝子関連薬物相互作用による投薬過誤,ラベルヒョウジサレタイデンシカンレンヤクブツソウゴサヨウニヨルトウヤクカゴ,
10086817,遠隔転移を伴う尿路の悪性新生物,エンカクテンイヲトモナウニョウロノアクセイシンセイブツ,
10086818,機能的音声評価,キノウテキオンセイヒョウカ,
10086819,ウイルス性腹部感染,ウイルスセイフクブカンセン,
10086820,角膜反射試験,カクマクハンシャシケン,
10086833,眼窩上神経痛,ガンカジョウシンケイツウ,
10086834,ワクチン同時接種,ワクチンドウジセッシュ,
10086845,エルスバーグ症候群,エルスバーグショウコウグン,
10086846,頭蓋筋膜炎,トウガイキンマクエン,
10086849,運動感覚障害,ウンドウカンカクショウガイ,
10086851,顎下膿瘍,ガッカノウヨウ,ガクカノウヨウ
10086854,妊娠関連感染,ニンシンカンレンカンセン,
10086861,ＣＯＶＩＤ－１９ブレイクスルー感染,COVID19ブレイクスルーカンセン,
10086865,口腔冷却療法,コウクウレイキャクリョウホウ,コウコウレイキャクリョウホウ
10086866,放射線疲労,ホウシャセンヒロウ,
10086875,ワクチン接種ストレス関連反応,ワクチンセッシュストレスカンレンハンノウ,
10086880,製品適用経路不明,セイヒンテキヨウケイロフメイ,
10086892,子宮内ガス,シキュウナイガス,
10086893,大径線維ニューロパチー,ダイケイセンイニューロパチー,
10086905,Ｅ型肝炎ＲＮＡ陰性,EガタカンエンRNAインセイ,
10086906,Ｅ型肝炎ＲＮＡ陽性,EガタカンエンRNAヨウセイ,
10086907,良性線維束性収縮症候群,リョウセイセンイソクセイシュウシュクショウコウグン,
10086915,胎動増加,タイドウゾウカ,
10086925,眼球計測,ガンキュウケイソク,
10086931,新生児菌血症,シンセイジキンケツショウ,
10086936,肺ブラ破裂,ハイブラハレツ,
10086941,分娩時外傷による頭皮損傷,ブンベンジガイショウニヨルトウヒソンショウ,
10086942,先天性ウイルス感染,センテンセイウイルスカンセン,
10086943,新生児低酸素性虚血性脳症,シンセイジテイサンソセイキョケツセイノウショウ,
10086944,分娩時外傷による骨損傷,ブンベンジガイショウニヨルコツソンショウ,ブンベンジガイショウニヨルホネソンショウ
10086945,胎児タバコ症候群,タイジタバコショウコウグン,
10086946,新生児頭蓋内出血,シンセイジトウガイナイシュッケツ,
10086953,消化管スキャン異常,ショウカカンスキャンイジョウ,
10086954,奇異な外観,キイナガイカン,
10086958,肝肉腫,カンニクシュ,
10086959,脳神経新生物,ノウシンケイシンセイブツ,
10086960,後腹膜の良性新生物,コウフクマクノリョウセイシンセイブツ,
10086969,医学的適応による早産,イガクテキテキオウニヨルソウザン,
10086970,抗肝サイトゾル抗体１型陽性,コウカンサイトゾルコウタイ1ガタヨウセイ,
10086976,先天性口唇小窩,センテンセイコウシンショウカ,
10086982,虚血性脱髄,キョケツセイダツズイ,
10086987,頭蓋底腫瘍,トウガイテイシュヨウ,
10086989,特発性上強膜血管拡張,トクハツセイジョウキョウマクケッカンカクチョウ,
10086996,ディサニア,ディサニア,
10086997,ペーシング誘発性心筋症,ペーシングユウハツセイシンキンショウ,
10086998,喉頭神経麻痺,コウトウシンケイマヒ,
10086999,上喉頭神経麻痺,ジョウコウトウシンケイマヒ,
10087000,子宮付属器石灰化,シキュウフゾクキセッカイカ,
10087002,感染誘発性セロコンバージョン,カンセンユウハツセイセロコンバージョン,
10087007,前立腺周囲静脈叢拡張,ゼンリツセンシュウイジョウミャクソウカクチョウ,
10087008,母体のボディ・マス・インデックス減少,ボタイノボディマスインデックスゲンショウ,
10087009,母体のボディ・マス・インデックス増加,ボタイノボディマスインデックスゾウカ,
10087010,母体の妊娠期の体重過剰増加,ボタイノニンシンキノタイジュウカジョウゾウカ,
10087011,母体妊娠前の過少体重,ボタイニンシンマエノカショウタイジュウ,
10087012,母体のボディ・マス・インデックス,ボタイノボディマスインデックス,
10087013,母体妊娠前の肥満,ボタイニンシンマエノヒマン,
10087030,大網浮腫,ダイモウフシュ,タイモウフシュ
10087033,コンドームカテーテル留置,コンドームカテーテルリュウチ,
10087034,聴覚治療,チョウカクチリョウ,
10087035,尿路画像,ニョウロガゾウ,
10087036,ポリメラーゼ連鎖反応陰性,ポリメラーゼレンサハンノウインセイ,
10087037,アンジオテンシン変換酵素異常,アンジオテンシンヘンカンコウソイジョウ,
10087038,良性再発肝内胆汁うっ滞,リョウセイサイハツカンナイタンジュウウッタイ,
10087039,アンジオテンシン変換酵素正常,アンジオテンシンヘンカンコウソセイジョウ,
10087040,ポリープ様膀胱炎,ポリープヨウボウコウエン,
10087041,ラジオアイソトープ治療,ラジオアイソトープチリョウ,
10087047,尿路画像異常,ニョウロガゾウイジョウ,
10087048,尿路画像正常,ニョウロガゾウセイジョウ,
10087060,レプチン濃度減少,レプチンノウドゲンショウ,
10087061,先天性レプチン欠乏症,センテンセイレプチンケツボウショウ,
10087062,後天性レプチン欠乏症,コウテンセイレプチンケツボウショウ,
10087063,蝸牛損傷,カギュウソンショウ,
10087064,粘膜類天疱瘡,ネンマクルイテンポウソウ,
10087065,髄圧迫症候群,ズイアッパクショウコウグン,
10087066,尿管瘤修復,ニョウカンリュウシュウフク,
10087067,喉頭蓋ポリープ,コウトウガイポリープ,
10087068,扁平上皮細胞増殖性病変,ヘンペイジョウヒサイボウゾウショクセイビョウヘン,
10087073,胎児体重,タイジタイジュウ,
10087077,網膜微小血管症,モウマクビショウケッカンショウ,
10087080,腸チフス免疫,チョウチフスメンエキ,
10087084,良性末梢神経鞘腫,リョウセイマッショウシンケイショウシュ,
10087085,前立腺うっ血,ゼンリツセンウッケツ,
10087089,尿路上皮乳頭腫,ニョウロジョウヒニュウトウシュ,
10087091,温式自己免疫性溶血性貧血,オンシキジコメンエキセイヨウケツセイヒンケツ,
10087095,製品滅菌の問題,セイヒンメッキンノモンダイ,
10087099,膵血管腫,スイケッカンシュ,
10087101,筋原線維性ミオパチー,キンゲンセンイセイミオパチー,
10087102,末梢静脈血栓症,マッショウジョウミャクケッセンショウ,
10087103,植皮除去,ショクヒジョキョ,
10087104,転移感染,テンイカンセン,
10087106,慢性心筋炎,マンセイシンキンエン,
10087111,手廃用症候群,シュハイヨウショウコウグン,
10087115,無許可プロバイダーからの製品適用,ムキョカプロバイダーカラノセイヒンテキヨウ,
10087122,椎体終板陥凹,ツイタイシュウバンカンオウ,
10087125,プレグネノロン欠乏症,プレグネノロンケツボウショウ,
10087131,経皮的硬膜外神経形成,ケイヒテキコウマクガイシンケイケイセイ,
10087132,肝動脈出血,カンドウミャクシュッケツ,
10087134,胸膜損傷,キョウマクソンショウ,
10087135,頭部圧挫損傷,トウブアツザソンショウ,
10087136,心臓移植不全,シンゾウイショクフゼン,
10087137,心肺移植不全,シンパイイショクフゼン,
10087138,振動症候群,シンドウショウコウグン,
10087144,巨大眼球,キョダイガンキュウ,
10087145,先天性女性生殖器障害,センテンセイジョセイセイショクキショウガイ,
10087146,先天性女性生殖器瘻,センテンセイジョセイセイショクキロウ,
10087147,進行性骨幹異形成症,シンコウセイコッカンイケイセイショウ,
10087148,先天性脱毛症,センテンセイダツモウショウ,
10087149,先天性声門下狭窄,センテンセイセイモンカキョウサク,
10087150,点状軟骨異形成症,テンジョウナンコツイケイセイショウ,
10087151,骨軟骨異形成症,コツナンコツイケイセイショウ,
10087152,先天性喉頭奇形,センテンセイコウトウキケイ,
10087153,無乳頭症,ムニュウトウショウ,
10087154,先天性大静脈狭窄,センテンセイダイジョウミャクキョウサク,
10087155,胸膜奇形,キョウマクキケイ,
10087156,陰茎欠損症,インケイケッソンショウ,
10087157,無嗅脳症,ムキュウノウショウ,
10087158,ドゥ・ラ・シャペル症候群,ドゥラシャペルショウコウグン,
10087162,ＣＳＦクロール減少,CSFクロールゲンショウ,
10087164,表在性炎症性皮膚症,ヒョウザイセイエンショウセイヒフショウ,
10087171,ヤオ症候群,ヤオショウコウグン,
10087174,声帯運動障害,セイタイウンドウショウガイ,
10087175,先天性声帯麻痺,センテンセイセイタイマヒ,
10087183,セローマ切除,セローマセツジョ,
10087184,皮膚粘膜毒性,ヒフネンマクドクセイ,
10087199,磁気共鳴静脈造影,ジキキョウメイジョウミャクゾウエイ,
10087200,頭蓋内磁気共鳴静脈造影,トウガイナイジキキョウメイジョウミャクゾウエイ,
10087202,尿中抗原検査,ニョウチュウコウゲンケンサ,
10087203,眼窩周囲皮膚炎,ガンカシュウイヒフエン,
10087204,ストーマ脱出,ストーマダッシュツ,
10087208,Ｓ状静脈洞血栓症,Sジョウジョウミャクドウケッセンショウ,
10087209,毛巣病,モウソウビョウ,
10087210,乳児姿勢非対称,ニュウジシセイヒタイショウ,
10087214,血清糖化蛋白増加,ケッセイトウカタンパクゾウカ,
10087215,口腔咽頭瘻,コウクウイントウロウ,コウコウイントウロウ
10087216,急性眼移植片対宿主病,キュウセイガンイショクヘンタイシュクシュビョウ,
10087218,関節インピンジメント,カンセツインピンジメント,
10087220,胸腺癌,キョウセンガン,
10087221,敗血症性心筋症,ハイケツショウセイシンキンショウ,
10087235,硝子体浮遊物レーザー治療,ショウシタイフユウブツレーザーチリョウ,
10087236,腸骨鼠径神経痛,チョウコツソケイシンケイツウ,
10087237,心房静止,シンボウセイシ,
10087247,角膜上皮デブリードマン,カクマクジョウヒデブリードマン,
10087250,脂肪硬化性粘液線維性腫瘍,シボウコウカセイネンエキセンイセイシュヨウ,
10087251,バウヒン弁症候群,バウヒンベンショウコウグン,
10087266,喉頭蓋新生物,コウトウガイシンセイブツ,
10087273,陥没骨折,カンボツコッセツ,
10087274,口腔咽頭吸引,コウクウイントウキュウイン,コウコウイントウキュウイン
10087275,ハイデルベルク分類,ハイデルベルクブンルイ,
